Datetime,TweetID,Text,Likes
2023-10-08 21:53:54.5472473 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93698
2023-10-08 21:53:55.1277574 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3707
2023-10-08 21:53:55.7647704 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15495
2023-10-08 21:53:57.5551144 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",246598
2023-10-08 21:53:58.0131406 +0000 UTC,1540115023862943746,Tonight Paris was the capital of women in Science ! Thank you for being our role models 🤩 and leading the way for the next generations of passionate scientists 🧬👩🏻‍🔬 #FWISInternationalAwards #fwis #risingtalents #inspiration #WomenInSTEM @4womeninscience @UNESCO #community https://t.co/EYJixn2UG2,81
2023-10-08 21:53:58.4001627 +0000 UTC,1486093564312498184,"Thank you so much Peppe for making this happen! Second and last part of my PhD is finally out, I’m SO grateful for the tremendous support from all my Parisian labmates. Hope you enjoy our story as much as I loved working on it 🤩",25
2023-10-08 21:58:59.260729 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",146
2023-10-08 21:59:00.1564934 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93699
2023-10-08 21:59:00.7395025 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3709
2023-10-08 21:59:01.4247632 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15500
2023-10-08 21:59:02.7130337 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",245892
2023-10-08 21:59:03.1167976 +0000 UTC,1540115023862943746,Tonight Paris was the capital of women in Science ! Thank you for being our role models 🤩 and leading the way for the next generations of passionate scientists 🧬👩🏻‍🔬 #FWISInternationalAwards #fwis #risingtalents #inspiration #WomenInSTEM @4womeninscience @UNESCO #community https://t.co/EYJixn2UG2,81
2023-10-08 21:59:03.4503068 +0000 UTC,1486093564312498184,"Thank you so much Peppe for making this happen! Second and last part of my PhD is finally out, I’m SO grateful for the tremendous support from all my Parisian labmates. Hope you enjoy our story as much as I loved working on it 🤩",25
2023-10-08 22:04:03.9003353 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",146
2023-10-08 22:04:04.9713966 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93699
2023-10-08 22:04:05.6204337 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3708
2023-10-08 22:04:06.1654649 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15496
2023-10-08 22:04:07.4185365 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",245929
2023-10-08 22:04:07.8655621 +0000 UTC,1540115023862943746,Tonight Paris was the capital of women in Science ! Thank you for being our role models 🤩 and leading the way for the next generations of passionate scientists 🧬👩🏻‍🔬 #FWISInternationalAwards #fwis #risingtalents #inspiration #WomenInSTEM @4womeninscience @UNESCO #community https://t.co/EYJixn2UG2,81
2023-10-08 22:04:08.1995812 +0000 UTC,1486093564312498184,"Thank you so much Peppe for making this happen! Second and last part of my PhD is finally out, I’m SO grateful for the tremendous support from all my Parisian labmates. Hope you enjoy our story as much as I loved working on it 🤩",25
2023-10-08 22:06:11.9412434 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",145
2023-10-08 22:06:13.3012695 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93699
2023-10-08 22:06:13.8552782 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3709
2023-10-08 22:06:14.5212887 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15496
2023-10-08 22:06:16.1313138 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",245946
2023-10-08 22:06:16.5715722 +0000 UTC,1540115023862943746,Tonight Paris was the capital of women in Science ! Thank you for being our role models 🤩 and leading the way for the next generations of passionate scientists 🧬👩🏻‍🔬 #FWISInternationalAwards #fwis #risingtalents #inspiration #WomenInSTEM @4womeninscience @UNESCO #community https://t.co/EYJixn2UG2,81
2023-10-08 22:06:16.8970773 +0000 UTC,1486093564312498184,"Thank you so much Peppe for making this happen! Second and last part of my PhD is finally out, I’m SO grateful for the tremendous support from all my Parisian labmates. Hope you enjoy our story as much as I loved working on it 🤩",25
2023-10-08 22:06:17.7843429 +0000 UTC,1711056201474003308,"As always, please try stay as close to the truth as possible, even for stuff you don’t like.\n\nThis platform aspires to maximize signal/noise of the human collective.",181274
2023-10-08 22:11:18.2522942 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",146
2023-10-08 22:11:18.9335574 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93699
2023-10-08 22:11:19.5010663 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3708
2023-10-08 22:11:20.0708266 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15496
2023-10-08 22:11:21.5756024 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",245985
2023-10-08 22:11:22.0076094 +0000 UTC,1540115023862943746,Tonight Paris was the capital of women in Science ! Thank you for being our role models 🤩 and leading the way for the next generations of passionate scientists 🧬👩🏻‍🔬 #FWISInternationalAwards #fwis #risingtalents #inspiration #WomenInSTEM @4womeninscience @UNESCO #community https://t.co/EYJixn2UG2,81
2023-10-08 22:11:22.4218659 +0000 UTC,1486093564312498184,"Thank you so much Peppe for making this happen! Second and last part of my PhD is finally out, I’m SO grateful for the tremendous support from all my Parisian labmates. Hope you enjoy our story as much as I loved working on it 🤩",25
2023-10-08 22:11:23.4188813 +0000 UTC,1711056201474003308,"As always, please try stay as close to the truth as possible, even for stuff you don’t like.\n\nThis platform aspires to maximize signal/noise of the human collective.",182333
2023-10-08 22:16:24.0341206 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",146
2023-10-08 22:16:24.7763896 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93699
2023-10-08 22:16:25.2956477 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3708
2023-10-08 22:16:25.8521564 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15500
2023-10-08 22:16:27.0739299 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",246779
2023-10-08 22:16:27.4899365 +0000 UTC,1540115023862943746,Tonight Paris was the capital of women in Science ! Thank you for being our role models 🤩 and leading the way for the next generations of passionate scientists 🧬👩🏻‍🔬 #FWISInternationalAwards #fwis #risingtalents #inspiration #WomenInSTEM @4womeninscience @UNESCO #community https://t.co/EYJixn2UG2,81
2023-10-08 22:16:27.8184416 +0000 UTC,1486093564312498184,"Thank you so much Peppe for making this happen! Second and last part of my PhD is finally out, I’m SO grateful for the tremendous support from all my Parisian labmates. Hope you enjoy our story as much as I loved working on it 🤩",25
2023-10-08 22:16:29.0529607 +0000 UTC,1711056201474003308,"As always, please try stay as close to the truth as possible, even for stuff you don’t like.\n\nThis platform aspires to maximize signal/noise of the human collective.",183322
2023-10-08 22:21:29.5103515 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",146
2023-10-08 22:21:30.2688632 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93689
2023-10-08 22:21:30.8106216 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3708
2023-10-08 22:21:31.4266311 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15500
2023-10-08 22:21:32.7169076 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",246069
2023-10-08 22:21:33.0924156 +0000 UTC,1540115023862943746,Tonight Paris was the capital of women in Science ! Thank you for being our role models 🤩 and leading the way for the next generations of passionate scientists 🧬👩🏻‍🔬 #FWISInternationalAwards #fwis #risingtalents #inspiration #WomenInSTEM @4womeninscience @UNESCO #community https://t.co/EYJixn2UG2,81
2023-10-08 22:21:33.4761717 +0000 UTC,1486093564312498184,"Thank you so much Peppe for making this happen! Second and last part of my PhD is finally out, I’m SO grateful for the tremendous support from all my Parisian labmates. Hope you enjoy our story as much as I loved working on it 🤩",25
2023-10-08 22:21:34.7154408 +0000 UTC,1711056201474003308,"As always, please try stay as close to the truth as possible, even for stuff you don’t like.\n\nThis platform aspires to maximize signal/noise of the human collective.",184345
2023-10-08 22:26:35.1689746 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",146
2023-10-08 22:26:36.3194924 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93699
2023-10-08 22:26:36.8862512 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3709
2023-10-08 22:26:37.4167595 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15500
2023-10-08 22:26:38.7155299 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",246846
2023-10-08 22:26:39.1460366 +0000 UTC,1540115023862943746,Tonight Paris was the capital of women in Science ! Thank you for being our role models 🤩 and leading the way for the next generations of passionate scientists 🧬👩🏻‍🔬 #FWISInternationalAwards #fwis #risingtalents #inspiration #WomenInSTEM @4womeninscience @UNESCO #community https://t.co/EYJixn2UG2,81
2023-10-08 22:26:39.4895419 +0000 UTC,1486093564312498184,"Thank you so much Peppe for making this happen! Second and last part of my PhD is finally out, I’m SO grateful for the tremendous support from all my Parisian labmates. Hope you enjoy our story as much as I loved working on it 🤩",25
2023-10-08 22:26:40.2278033 +0000 UTC,1711056201474003308,"As always, please try stay as close to the truth as possible, even for stuff you don’t like.\n\nThis platform aspires to maximize signal/noise of the human collective.",185274
2023-10-08 22:31:40.6619583 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",146
2023-10-08 22:31:41.3799695 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93699
2023-10-08 22:31:41.8707271 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3708
2023-10-08 22:31:42.4807375 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15496
2023-10-08 22:31:43.6697561 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",246886
2023-10-08 22:31:44.1015129 +0000 UTC,1540115023862943746,Tonight Paris was the capital of women in Science ! Thank you for being our role models 🤩 and leading the way for the next generations of passionate scientists 🧬👩🏻‍🔬 #FWISInternationalAwards #fwis #risingtalents #inspiration #WomenInSTEM @4womeninscience @UNESCO #community https://t.co/EYJixn2UG2,81
2023-10-08 22:31:44.4330182 +0000 UTC,1486093564312498184,"Thank you so much Peppe for making this happen! Second and last part of my PhD is finally out, I’m SO grateful for the tremendous support from all my Parisian labmates. Hope you enjoy our story as much as I loved working on it 🤩",25
2023-10-08 22:31:45.2527808 +0000 UTC,1711056201474003308,"As always, please try stay as close to the truth as possible, even for stuff you don’t like.\n\nThis platform aspires to maximize signal/noise of the human collective.",186264
2023-10-08 22:36:45.6718481 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",146
2023-10-08 22:36:46.8156167 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93699
2023-10-08 22:36:47.3051246 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3708
2023-10-08 22:36:47.9356344 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15500
2023-10-08 22:36:49.2291547 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",246921
2023-10-08 22:36:49.7096622 +0000 UTC,1540115023862943746,Tonight Paris was the capital of women in Science ! Thank you for being our role models 🤩 and leading the way for the next generations of passionate scientists 🧬👩🏻‍🔬 #FWISInternationalAwards #fwis #risingtalents #inspiration #WomenInSTEM @4womeninscience @UNESCO #community https://t.co/EYJixn2UG2,81
2023-10-08 22:36:50.0501676 +0000 UTC,1486093564312498184,"Thank you so much Peppe for making this happen! Second and last part of my PhD is finally out, I’m SO grateful for the tremendous support from all my Parisian labmates. Hope you enjoy our story as much as I loved working on it 🤩",25
2023-10-08 22:36:50.981932 +0000 UTC,1711056201474003308,"As always, please try stay as close to the truth as possible, even for stuff you don’t like.\n\nThis platform aspires to maximize signal/noise of the human collective.",187106
2023-10-08 22:41:51.5196298 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",145
2023-10-08 22:41:52.4466441 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93689
2023-10-08 22:41:52.9491521 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3708
2023-10-08 22:41:53.5659117 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15500
2023-10-08 22:41:55.0946927 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",246956
2023-10-08 22:41:55.4774487 +0000 UTC,1540115023862943746,Tonight Paris was the capital of women in Science ! Thank you for being our role models 🤩 and leading the way for the next generations of passionate scientists 🧬👩🏻‍🔬 #FWISInternationalAwards #fwis #risingtalents #inspiration #WomenInSTEM @4womeninscience @UNESCO #community https://t.co/EYJixn2UG2,81
2023-10-08 22:41:55.8722144 +0000 UTC,1486093564312498184,"Thank you so much Peppe for making this happen! Second and last part of my PhD is finally out, I’m SO grateful for the tremendous support from all my Parisian labmates. Hope you enjoy our story as much as I loved working on it 🤩",25
2023-10-08 22:41:57.3035218 +0000 UTC,1711056201474003308,"As always, please try stay as close to the truth as possible, even for stuff you don’t like.\n\nThis platform aspires to maximize signal/noise of the human collective.",187997
2023-10-08 22:46:58.1840062 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",145
2023-10-08 22:46:59.0350549 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93699
2023-10-08 22:46:59.6250886 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3709
2023-10-08 22:47:00.1801204 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15500
2023-10-08 22:47:01.7342093 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",246978
2023-10-08 22:47:02.1234783 +0000 UTC,1540115023862943746,Tonight Paris was the capital of women in Science ! Thank you for being our role models 🤩 and leading the way for the next generations of passionate scientists 🧬👩🏻‍🔬 #FWISInternationalAwards #fwis #risingtalents #inspiration #WomenInSTEM @4womeninscience @UNESCO #community https://t.co/EYJixn2UG2,81
2023-10-08 22:47:02.4454834 +0000 UTC,1486093564312498184,"Thank you so much Peppe for making this happen! Second and last part of my PhD is finally out, I’m SO grateful for the tremendous support from all my Parisian labmates. Hope you enjoy our story as much as I loved working on it 🤩",25
2023-10-08 22:47:03.5647563 +0000 UTC,1711056201474003308,"As always, please try stay as close to the truth as possible, even for stuff you don’t like.\n\nThis platform aspires to maximize signal/noise of the human collective.",188878
2023-10-08 22:52:04.2056187 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",145
2023-10-08 22:52:05.1886749 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93689
2023-10-08 22:52:05.7787086 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3709
2023-10-08 22:52:06.4027443 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15500
2023-10-08 22:52:07.6748171 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",247004
2023-10-08 22:52:08.0538388 +0000 UTC,1540115023862943746,Tonight Paris was the capital of women in Science ! Thank you for being our role models 🤩 and leading the way for the next generations of passionate scientists 🧬👩🏻‍🔬 #FWISInternationalAwards #fwis #risingtalents #inspiration #WomenInSTEM @4womeninscience @UNESCO #community https://t.co/EYJixn2UG2,81
2023-10-08 22:52:08.4238599 +0000 UTC,1486093564312498184,"Thank you so much Peppe for making this happen! Second and last part of my PhD is finally out, I’m SO grateful for the tremendous support from all my Parisian labmates. Hope you enjoy our story as much as I loved working on it 🤩",25
2023-10-08 22:52:09.3409124 +0000 UTC,1711056201474003308,"As always, please try stay as close to the truth as possible, even for stuff you don’t like.\n\nThis platform aspires to maximize signal/noise of the human collective.",189856
2023-10-08 22:57:09.7709336 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",146
2023-10-08 22:57:10.5099451 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93699
2023-10-08 22:57:11.0557036 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3709
2023-10-08 22:57:11.6117124 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15500
2023-10-08 22:57:12.7802308 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",246285
2023-10-08 22:57:13.233988 +0000 UTC,1540115023862943746,Tonight Paris was the capital of women in Science ! Thank you for being our role models 🤩 and leading the way for the next generations of passionate scientists 🧬👩🏻‍🔬 #FWISInternationalAwards #fwis #risingtalents #inspiration #WomenInSTEM @4womeninscience @UNESCO #community https://t.co/EYJixn2UG2,81
2023-10-08 22:57:13.618494 +0000 UTC,1486093564312498184,"Thank you so much Peppe for making this happen! Second and last part of my PhD is finally out, I’m SO grateful for the tremendous support from all my Parisian labmates. Hope you enjoy our story as much as I loved working on it 🤩",25
2023-10-08 22:57:15.1842681 +0000 UTC,1711056201474003308,"As always, please try stay as close to the truth as possible, even for stuff you don’t like.\n\nThis platform aspires to maximize signal/noise of the human collective.",190744
2023-10-08 23:02:15.6430058 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",146
2023-10-08 23:02:16.5417786 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93699
2023-10-08 23:02:17.0507912 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3708
2023-10-08 23:02:17.6883118 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15500
2023-10-08 23:02:19.4578515 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",245436
2023-10-08 23:02:19.8258572 +0000 UTC,1540115023862943746,Tonight Paris was the capital of women in Science ! Thank you for being our role models 🤩 and leading the way for the next generations of passionate scientists 🧬👩🏻‍🔬 #FWISInternationalAwards #fwis #risingtalents #inspiration #WomenInSTEM @4womeninscience @UNESCO #community https://t.co/EYJixn2UG2,81
2023-10-08 23:02:20.1473623 +0000 UTC,1486093564312498184,"Thank you so much Peppe for making this happen! Second and last part of my PhD is finally out, I’m SO grateful for the tremendous support from all my Parisian labmates. Hope you enjoy our story as much as I loved working on it 🤩",25
2023-10-08 23:02:20.9618749 +0000 UTC,1711056201474003308,"As always, please try stay as close to the truth as possible, even for stuff you don’t like.\n\nThis platform aspires to maximize signal/noise of the human collective.",191634
2023-10-08 23:07:21.4551115 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",145
2023-10-08 23:07:22.3781258 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93699
2023-10-08 23:07:22.901134 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3709
